gender,marital_status,product_family,product_department,product_category,month_of_year,quarter,the_year,store_sales,store_cost,unit_sales,customer_count,fact_count
M,M,Drink,Alcoholic Beverages,Beer and Wine,6,Q2,1997,343.73,138.5122,171,50,54
M,M,Drink,Alcoholic Beverages,Beer and Wine,7,Q3,1997,293.16,118.0153,141,42,43
M,M,Drink,Alcoholic Beverages,Beer and Wine,8,Q3,1997,241.21,96.3472,133,37,40
M,M,Drink,Alcoholic Beverages,Beer and Wine,9,Q3,1997,350.95,142.2485,187,53,56
M,M,Drink,Alcoholic Beverages,Beer and Wine,10,Q4,1997,363.36,146.5639,151,49,51
M,M,Drink,Alcoholic Beverages,Beer and Wine,11,Q4,1997,337.23,139.4069,148,44,49
M,M,Drink,Alcoholic Beverages,Beer and Wine,12,Q4,1997,344.47,129.3754,171,49,53
M,M,Drink,Beverages,Carbonated Beverages,1,Q1,1997,88.13,36.2261,59,19,20
M,M,Drink,Beverages,Carbonated Beverages,2,Q1,1997,134.13,53.1634,68,20,21
M,M,Drink,Beverages,Carbonated Beverages,3,Q1,1997,118.3,48.0917,58,18,18
M,M,Drink,Beverages,Carbonated Beverages,4,Q2,1997,113.77,48.1768,62,20,20
M,M,Drink,Beverages,Carbonated Beverages,5,Q2,1997,123.24,49.6075,77,21,23
M,M,Drink,Beverages,Carbonated Beverages,6,Q2,1997,76.91,29.9157,47,16,16
M,M,Drink,Beverages,Carbonated Beverages,7,Q3,1997,204.41,82.7946,113,30,32
M,M,Drink,Beverages,Carbonated Beverages,8,Q3,1997,149.36,61.7995,81,24,26
M,M,Drink,Beverages,Carbonated Beverages,9,Q3,1997,117.99,43.9206,66,22,23
M,M,Drink,Beverages,Carbonated Beverages,10,Q4,1997,114.75,46.173,60,20,20
M,M,Drink,Beverages,Carbonated Beverages,11,Q4,1997,167.49,68.1207,84,25,25
M,M,Drink,Beverages,Carbonated Beverages,12,Q4,1997,109.02,43.0157,72,24,24
M,M,Drink,Beverages,Drinks,1,Q1,1997,119.82,45.5918,44,14,14
M,M,Drink,Beverages,Drinks,2,Q1,1997,77.25,30.6011,51,16,16
M,M,Drink,Beverages,Drinks,3,Q1,1997,182.75,69.1539,69,22,22
M,M,Drink,Beverages,Drinks,4,Q2,1997,89.04,31.9258,47,13,14
M,M,Drink,Beverages,Drinks,5,Q2,1997,85.87,35.1528,34,12,12
M,M,Drink,Beverages,Drinks,6,Q2,1997,87.1,36.1124,36,11,11
M,M,Drink,Beverages,Drinks,7,Q3,1997,92.47,39.5778,38,11,12
M,M,Drink,Beverages,Drinks,8,Q3,1997,101.83,40.7291,45,15,15
M,M,Drink,Beverages,Drinks,9,Q3,1997,109.6,46.7726,47,16,16
M,M,Drink,Beverages,Drinks,10,Q4,1997,119.91,46.7,52,14,16
M,M,Drink,Beverages,Drinks,11,Q4,1997,107.12,41.778,49,14,16
M,M,Drink,Beverages,Drinks,12,Q4,1997,188.76,75.0704,77,24,26
M,M,Drink,Beverages,Hot Beverages,1,Q1,1997,227.58,93.5708,99,27,32
M,M,Drink,Beverages,Hot Beverages,2,Q1,1997,123.97,50.1733,61,21,22
M,M,Drink,Beverages,Hot Beverages,3,Q1,1997,140.55,55.2706,66,20,20
M,M,Drink,Beverages,Hot Beverages,4,Q2,1997,130.26,50.9033,69,23,23
M,M,Drink,Beverages,Hot Beverages,5,Q2,1997,217.89,92.9318,109,32,34
M,M,Drink,Beverages,Hot Beverages,6,Q2,1997,178.49,67.2144,83,23,25
M,M,Drink,Beverages,Hot Beverages,7,Q3,1997,182.95,74.3561,79,27,27
M,M,Drink,Beverages,Hot Beverages,8,Q3,1997,142.24,57.302,70,24,24
M,M,Drink,Beverages,Hot Beverages,9,Q3,1997,128.77,51.6342,59,19,19
M,M,Drink,Beverages,Hot Beverages,10,Q4,1997,157.76,60.9224,78,22,24
M,M,Drink,Beverages,Hot Beverages,11,Q4,1997,189.38,79.6772,89,28,30
M,M,Drink,Beverages,Hot Beverages,12,Q4,1997,183.9,73.9681,84,27,27
M,M,Drink,Beverages,Pure Juice Beverages,1,Q1,1997,171.95,67.7858,88,28,29
M,M,Drink,Beverages,Pure Juice Beverages,2,Q1,1997,176.75,70.5054,90,29,29
M,M,Drink,Beverages,Pure Juice Beverages,3,Q1,1997,115.83,41.0094,58,19,19
M,M,Drink,Beverages,Pure Juice Beverages,4,Q2,1997,156.76,58.3741,77,26,26
M,M,Drink,Beverages,Pure Juice Beverages,5,Q2,1997,93.22,37.9657,59,18,19
M,M,Drink,Beverages,Pure Juice Beverages,6,Q2,1997,139.15,55.3146,68,21,21
M,M,Drink,Beverages,Pure Juice Beverages,7,Q3,1997,87.87,32.6428,48,16,16
M,M,Drink,Beverages,Pure Juice Beverages,8,Q3,1997,135.07,55.7699,75,25,25
M,M,Drink,Beverages,Pure Juice Beverages,9,Q3,1997,202.18,80.9531,90,27,28
M,M,Drink,Beverages,Pure Juice Beverages,10,Q4,1997,82.29,31.1407,43,14,14
M,M,Drink,Beverages,Pure Juice Beverages,11,Q4,1997,100.41,41.5014,49,16,17
M,M,Drink,Beverages,Pure Juice Beverages,12,Q4,1997,101.99,40.3805,68,21,22
M,M,Drink,Dairy,Dairy,1,Q1,1997,116.78,47.24,71,22,22
M,M,Drink,Dairy,Dairy,2,Q1,1997,152.96,57.8663,84,27,29
M,M,Drink,Dairy,Dairy,3,Q1,1997,189.09,76.8673,118,38,39
M,M,Drink,Dairy,Dairy,4,Q2,1997,133.47,53.5456,81,25,26
M,M,Drink,Dairy,Dairy,5,Q2,1997,130.43,50.2518,73,26,26
M,M,Drink,Dairy,Dairy,6,Q2,1997,126.94,53.1447,78,24,26
M,M,Drink,Dairy,Dairy,7,Q3,1997,137.37,54.0052,84,26,27
M,M,Drink,Dairy,Dairy,8,Q3,1997,91.97,37.1281,52,18,18
M,M,Drink,Dairy,Dairy,9,Q3,1997,92.98,37.6192,63,22,22
M,M,Drink,Dairy,Dairy,10,Q4,1997,174.06,71.8489,100,29,30
M,M,Drink,Dairy,Dairy,11,Q4,1997,161.77,63.5231,102,31,32
M,M,Drink,Dairy,Dairy,12,Q4,1997,230.4,97.7501,132,35,40
M,M,Food,Baked Goods,Bread,1,Q1,1997,312.54,123.6985,156,44,49
M,M,Food,Baked Goods,Bread,2,Q1,1997,333.63,137.9107,163,45,49
M,M,Food,Baked Goods,Bread,3,Q1,1997,328.48,131.3544,157,46,53
M,M,Food,Baked Goods,Bread,4,Q2,1997,288.41,112.462,128,45,46
M,M,Food,Baked Goods,Bread,5,Q2,1997,328.55,130.2413,157,47,52
M,M,Food,Baked Goods,Bread,6,Q2,1997,310.25,120.301,166,49,53
M,M,Food,Baked Goods,Bread,7,Q3,1997,387.7,160.3305,195,58,64
M,M,Food,Baked Goods,Bread,8,Q3,1997,469.79,186.0684,214,65,71
M,M,Food,Baked Goods,Bread,9,Q3,1997,241.52,95.634,120,38,39
M,M,Food,Baked Goods,Bread,10,Q4,1997,328.65,131.3991,147,45,48
M,M,Food,Baked Goods,Bread,11,Q4,1997,402.04,155.9279,196,55,62
M,M,Food,Baked Goods,Bread,12,Q4,1997,467.4,182.1542,216,60,70
M,M,Food,Baking Goods,Baking Goods,1,Q1,1997,309.7,124.3206,167,51,58
M,M,Food,Baking Goods,Baking Goods,2,Q1,1997,351.29,138.5043,190,53,58
M,M,Food,Baking Goods,Baking Goods,3,Q1,1997,335.35,136.239,182,53,59
M,M,Food,Baking Goods,Baking Goods,4,Q2,1997,276,110.6936,145,43,46
M,M,Food,Baking Goods,Baking Goods,5,Q2,1997,372.15,154.2245,186,59,65
M,M,Food,Baking Goods,Baking Goods,6,Q2,1997,341.17,134.8591,184,56,62
M,M,Food,Baking Goods,Baking Goods,7,Q3,1997,279.52,106.4932,164,48,53
M,M,Food,Baking Goods,Baking Goods,8,Q3,1997,322.42,129.0067,180,54,59
M,M,Food,Baking Goods,Baking Goods,9,Q3,1997,305.61,118.7199,160,47,50
M,M,Food,Baking Goods,Baking Goods,10,Q4,1997,350.73,141.881,198,57,64
M,M,Food,Baking Goods,Baking Goods,11,Q4,1997,294.32,117.9491,167,49,56
M,M,Food,Baking Goods,Baking Goods,12,Q4,1997,406.08,162.0711,216,61,70
M,M,Food,Baking Goods,Jams and Jellies,1,Q1,1997,407.57,164.3166,232,71,80
M,M,Food,Baking Goods,Jams and Jellies,2,Q1,1997,505.39,205.7229,231,67,82
M,M,Food,Baking Goods,Jams and Jellies,3,Q1,1997,590.9,238.1621,288,85,92
M,M,Food,Baking Goods,Jams and Jellies,4,Q2,1997,466.27,188.2303,220,62,70
M,M,Food,Baking Goods,Jams and Jellies,5,Q2,1997,405.57,164.2536,216,61,70
M,M,Food,Baking Goods,Jams and Jellies,6,Q2,1997,495.88,193.5381,253,72,84
M,M,Food,Baking Goods,Jams and Jellies,7,Q3,1997,510.24,199.3137,259,73,84
M,M,Food,Baking Goods,Jams and Jellies,8,Q3,1997,572.54,232.0152,307,84,104
M,M,Food,Baking Goods,Jams and Jellies,9,Q3,1997,445.54,180.4081,224,64,74
M,M,Food,Baking Goods,Jams and Jellies,10,Q4,1997,363.21,140.5183,188,56,60
M,M,Food,Baking Goods,Jams and Jellies,11,Q4,1997,468.03,188.2031,259,73,82
M,M,Food,Baking Goods,Jams and Jellies,12,Q4,1997,772.64,303.239,389,103,126
M,M,Food,Breakfast Foods,Breakfast Foods,1,Q1,1997,83.75,34.897,44,14,14
M,M,Food,Breakfast Foods,Breakfast Foods,2,Q1,1997,104.53,40.4823,58,16,17
M,M,Food,Breakfast Foods,Breakfast Foods,3,Q1,1997,222.61,89.1266,102,26,28
M,M,Food,Breakfast Foods,Breakfast Foods,4,Q2,1997,130.65,53.5571,68,21,22
M,M,Food,Breakfast Foods,Breakfast Foods,5,Q2,1997,97.89,38.561,45,16,16
M,M,Food,Breakfast Foods,Breakfast Foods,6,Q2,1997,78.05,32.7253,39,12,13
M,M,Food,Breakfast Foods,Breakfast Foods,7,Q3,1997,77.96,30.6028,47,15,15
M,M,Food,Breakfast Foods,Breakfast Foods,8,Q3,1997,123.09,49.393,61,18,19
M,M,Food,Breakfast Foods,Breakfast Foods,9,Q3,1997,85.65,34.2173,48,14,15
M,M,Food,Breakfast Foods,Breakfast Foods,10,Q4,1997,84.37,34.3204,42,13,15
M,M,Food,Breakfast Foods,Breakfast Foods,11,Q4,1997,157.82,62.2071,73,24,25
M,M,Food,Breakfast Foods,Breakfast Foods,12,Q4,1997,141.15,55.7185,72,22,24
M,M,Food,Canned Foods,Canned Anchovies,1,Q1,1997,27.98,9.8532,14,4,4
M,M,Food,Canned Foods,Canned Anchovies,2,Q1,1997,42.98,16.7616,16,5,5
M,M,Food,Canned Foods,Canned Anchovies,3,Q1,1997,39.07,15.3156,14,4,4
M,M,Food,Canned Foods,Canned Anchovies,4,Q2,1997,49.71,20.1621,17,5,5
M,M,Food,Canned Foods,Canned Anchovies,5,Q2,1997,46.59,19.4445,19,6,6
M,M,Food,Canned Foods,Canned Anchovies,6,Q2,1997,61.03,23.241,26,8,8
M,M,Food,Canned Foods,Canned Anchovies,7,Q3,1997,69.14,26.3952,27,7,7
M,M,Food,Canned Foods,Canned Anchovies,8,Q3,1997,54.93,20.2197,21,6,6
M,M,Food,Canned Foods,Canned Anchovies,9,Q3,1997,65,25.8436,22,6,6
M,M,Food,Canned Foods,Canned Anchovies,10,Q4,1997,27.23,11.2827,12,4,4
M,M,Food,Canned Foods,Canned Anchovies,11,Q4,1997,67.58,25.1644,31,10,10
M,M,Food,Canned Foods,Canned Anchovies,12,Q4,1997,39.17,18.2,15,4,4
M,M,Food,Canned Foods,Canned Clams,1,Q1,1997,45.88,18.7589,22,6,6
M,M,Food,Canned Foods,Canned Clams,2,Q1,1997,62.82,23.3364,18,6,6
M,M,Food,Canned Foods,Canned Clams,3,Q1,1997,44.17,19.0255,19,7,7
M,M,Food,Canned Foods,Canned Clams,4,Q2,1997,29.08,11.3562,16,5,5
M,M,Food,Canned Foods,Canned Clams,5,Q2,1997,53.71,20.2374,25,7,7
M,M,Food,Canned Foods,Canned Clams,6,Q2,1997,50.57,18.8476,23,8,8
M,M,Food,Canned Foods,Canned Clams,7,Q3,1997,34.5,14.8671,12,4,4
M,M,Food,Canned Foods,Canned Clams,8,Q3,1997,6.76,3.3124,4,1,1
M,M,Food,Canned Foods,Canned Clams,9,Q3,1997,32.28,11.1144,12,3,3
M,M,Food,Canned Foods,Canned Clams,10,Q4,1997,10.55,3.4604,5,2,2
M,M,Food,Canned Foods,Canned Clams,11,Q4,1997,53.85,20.1089,27,8,8
M,M,Food,Canned Foods,Canned Clams,12,Q4,1997,29.18,11.0422,14,5,5
M,M,Food,Canned Foods,Canned Oysters,1,Q1,1997,26.07,9.2241,11,4,4
M,M,Food,Canned Foods,Canned Oysters,2,Q1,1997,37.73,15.9079,18,5,5
M,M,Food,Canned Foods,Canned Oysters,3,Q1,1997,21.47,7.777,10,3,3
M,M,Food,Canned Foods,Canned Oysters,4,Q2,1997,17.67,6.8537,9,4,4
M,M,Food,Canned Foods,Canned Oysters,5,Q2,1997,23.32,9.3492,11,4,4
M,M,Food,Canned Foods,Canned Oysters,6,Q2,1997,19.62,8.6355,9,3,3
M,M,Food,Canned Foods,Canned Oysters,7,Q3,1997,36.92,15.1942,18,6,6
M,M,Food,Canned Foods,Canned Oysters,8,Q3,1997,26.37,10.2735,12,4,4
M,M,Food,Canned Foods,Canned Oysters,9,Q3,1997,41.52,17.3044,24,8,8
M,M,Food,Canned Foods,Canned Oysters,10,Q4,1997,27.62,11.1606,12,5,5
M,M,Food,Canned Foods,Canned Oysters,11,Q4,1997,20.54,7.0508,13,4,4
M,M,Food,Canned Foods,Canned Oysters,12,Q4,1997,21.21,9.3324,9,3,3
M,M,Food,Canned Foods,Canned Sardines,1,Q1,1997,47.81,17.2474,28,8,8
M,M,Food,Canned Foods,Canned Sardines,2,Q1,1997,21.6,9.252,14,5,5
M,M,Food,Canned Foods,Canned Sardines,3,Q1,1997,16.65,6.9431,11,5,5
M,M,Food,Canned Foods,Canned Sardines,4,Q2,1997,32.53,12.7623,20,6,6
M,M,Food,Canned Foods,Canned Sardines,5,Q2,1997,11.94,4.5012,11,4,4
M,M,Food,Canned Foods,Canned Sardines,6,Q2,1997,23.74,8.8619,15,5,5
M,M,Food,Canned Foods,Canned Sardines,7,Q3,1997,22.61,8.3086,11,3,3
M,M,Food,Canned Foods,Canned Sardines,8,Q3,1997,27.19,10.9057,18,6,6
M,M,Food,Canned Foods,Canned Sardines,9,Q3,1997,36.93,13.7513,16,5,5
M,M,Food,Canned Foods,Canned Sardines,10,Q4,1997,20.4,6.948,12,4,4
M,M,Food,Canned Foods,Canned Sardines,11,Q4,1997,52.05,20.6036,30,10,10
M,M,Food,Canned Foods,Canned Sardines,12,Q4,1997,9.35,3.0294,5,2,2
M,M,Food,Canned Foods,Canned Shrimp,1,Q1,1997,51.61,19.5365,19,6,6
M,M,Food,Canned Foods,Canned Shrimp,2,Q1,1997,52.69,21.513,21,8,8
M,M,Food,Canned Foods,Canned Shrimp,3,Q1,1997,53.16,22.931,20,6,6
M,M,Food,Canned Foods,Canned Shrimp,4,Q2,1997,41.63,18.6889,15,6,6
M,M,Food,Canned Foods,Canned Shrimp,5,Q2,1997,29.95,11.1876,11,3,3
M,M,Food,Canned Foods,Canned Shrimp,6,Q2,1997,47.41,18.9323,17,5,5
M,M,Food,Canned Foods,Canned Shrimp,7,Q3,1997,29.97,12.0752,11,3,3
M,M,Food,Canned Foods,Canned Shrimp,8,Q3,1997,32.96,13.5086,11,4,4
M,M,Food,Canned Foods,Canned Shrimp,9,Q3,1997,62.34,26.3022,26,9,9
M,M,Food,Canned Foods,Canned Shrimp,10,Q4,1997,38.05,15.0991,14,6,6
M,M,Food,Canned Foods,Canned Shrimp,11,Q4,1997,61.76,26.6477,24,8,8
M,M,Food,Canned Foods,Canned Shrimp,12,Q4,1997,39.78,16.1424,16,5,5
M,M,Food,Canned Foods,Canned Soup,1,Q1,1997,290.75,117.0845,171,50,56
M,M,Food,Canned Foods,Canned Soup,2,Q1,1997,246.81,100.2376,139,46,48
M,M,Food,Canned Foods,Canned Soup,3,Q1,1997,374.12,149.2493,168,50,56
M,M,Food,Canned Foods,Canned Soup,4,Q2,1997,335.05,136.5338,164,52,54
M,M,Food,Canned Foods,Canned Soup,5,Q2,1997,305.29,125.4285,153,45,50
M,M,Food,Canned Foods,Canned Soup,6,Q2,1997,330.06,132.9949,178,57,60
M,M,Food,Canned Foods,Canned Soup,7,Q3,1997,357.82,142.9301,182,53,57
M,M,Food,Canned Foods,Canned Soup,8,Q3,1997,336.19,136.7469,180,56,57
M,M,Food,Canned Foods,Canned Soup,9,Q3,1997,233.73,93.5025,125,39,41
M,M,Food,Canned Foods,Canned Soup,10,Q4,1997,283.78,109.4385,129,44,44
M,M,Food,Canned Foods,Canned Soup,11,Q4,1997,452.41,187.4513,221,60,70
M,M,Food,Canned Foods,Canned Soup,12,Q4,1997,329.56,134.7104,176,50,55
M,M,Food,Canned Foods,Canned Tuna,1,Q1,1997,52.98,20.7573,25,9,9
M,M,Food,Canned Foods,Canned Tuna,2,Q1,1997,44.58,16.599,22,6,6
M,M,Food,Canned Foods,Canned Tuna,3,Q1,1997,94.36,36.2092,44,14,14
M,M,Food,Canned Foods,Canned Tuna,4,Q2,1997,77.37,32.0214,38,11,11
M,M,Food,Canned Foods,Canned Tuna,5,Q2,1997,26.29,10.7475,19,6,6
M,M,Food,Canned Foods,Canned Tuna,6,Q2,1997,85.1,34.1941,44,14,14
M,M,Food,Canned Foods,Canned Tuna,7,Q3,1997,42.55,15.9242,27,8,8
M,M,Food,Canned Foods,Canned Tuna,8,Q3,1997,103.42,40.5641,63,20,20
M,M,Food,Canned Foods,Canned Tuna,9,Q3,1997,88.06,33.592,51,15,16
M,M,Food,Canned Foods,Canned Tuna,10,Q4,1997,50.9,20.6304,26,7,7
M,M,Food,Canned Foods,Canned Tuna,11,Q4,1997,70.73,28.4169,30,9,9
M,M,Food,Canned Foods,Canned Tuna,12,Q4,1997,69.77,28.014,43,13,14
M,M,Food,Canned Foods,Vegetables,1,Q1,1997,212.59,81.2946,111,36,37
M,M,Food,Canned Foods,Vegetables,2,Q1,1997,226.71,89.85,106,32,34
M,M,Food,Canned Foods,Vegetables,3,Q1,1997,301.13,121.4512,124,36,39
M,M,Food,Canned Foods,Vegetables,4,Q2,1997,194.61,72.9256,94,30,32
M,M,Food,Canned Foods,Vegetables,5,Q2,1997,286.98,112.9167,136,40,43
M,M,Food,Canned Foods,Vegetables,6,Q2,1997,207.54,78.4199,100,30,32
M,M,Food,Canned Foods,Vegetables,7,Q3,1997,162.99,62.9678,86,26,28
M,M,Food,Canned Foods,Vegetables,8,Q3,1997,293.06,109.4842,123,36,39
M,M,Food,Canned Foods,Vegetables,9,Q3,1997,194.6,78.9539,92,26,30
M,M,Food,Canned Foods,Vegetables,10,Q4,1997,245.08,97.6137,115,30,32
M,M,Food,Canned Foods,Vegetables,11,Q4,1997,244.96,99.7299,121,32,35
M,M,Food,Canned Foods,Vegetables,12,Q4,1997,274.26,113.3492,129,41,44
M,M,Food,Canned Products,Fruit,1,Q1,1997,76.69,32.4988,46,14,15
M,M,Food,Canned Products,Fruit,2,Q1,1997,71.91,28.7454,37,10,10
M,M,Food,Canned Products,Fruit,3,Q1,1997,55.74,25.5142,28,9,9
M,M,Food,Canned Products,Fruit,4,Q2,1997,48.73,20.2647,29,10,10
M,M,Food,Canned Products,Fruit,5,Q2,1997,90.71,35.4121,46,15,15
M,M,Food,Canned Products,Fruit,6,Q2,1997,59.31,22.9306,40,13,13
M,M,Food,Canned Products,Fruit,7,Q3,1997,34.69,14.1368,28,8,8
M,M,Food,Canned Products,Fruit,8,Q3,1997,77,31.4108,35,11,11
M,M,Food,Canned Products,Fruit,9,Q3,1997,63,22.9766,38,13,13
M,M,Food,Canned Products,Fruit,10,Q4,1997,60.99,23.4042,31,9,10
M,M,Food,Canned Products,Fruit,11,Q4,1997,91.59,35.1048,43,12,13
M,M,Food,Canned Products,Fruit,12,Q4,1997,99.35,39.5428,44,14,14
M,M,Food,Dairy,Dairy,1,Q1,1997,456.89,186.8729,209,58,66
M,M,Food,Dairy,Dairy,2,Q1,1997,729.32,305.4476,312,84,97
M,M,Food,Dairy,Dairy,3,Q1,1997,734.33,292.7332,324,86,103
M,M,Food,Dairy,Dairy,4,Q2,1997,528.54,210.2136,237,70,79
M,M,Food,Dairy,Dairy,5,Q2,1997,562.63,220.2874,238,66,80
M,M,Food,Dairy,Dairy,6,Q2,1997,616.68,240.3473,266,79,88
M,M,Food,Dairy,Dairy,7,Q3,1997,530.81,219.8643,246,66,79
M,M,Food,Dairy,Dairy,8,Q3,1997,571.16,228.9315,231,64,78
M,M,Food,Dairy,Dairy,9,Q3,1997,526.68,214.6203,217,61,68
M,M,Food,Dairy,Dairy,10,Q4,1997,572.63,227.209,254,69,80
M,M,Food,Dairy,Dairy,11,Q4,1997,648.09,259.1341,299,80,94
M,M,Food,Dairy,Dairy,12,Q4,1997,860.27,348.3612,347,101,111
M,M,Food,Deli,Meat,1,Q1,1997,511.18,196.5265,215,61,67
M,M,Food,Deli,Meat,2,Q1,1997,375.77,154.0538,192,61,63
M,M,Food,Deli,Meat,3,Q1,1997,532.97,213.7432,222,63,71
M,M,Food,Deli,Meat,4,Q2,1997,357.92,140.4743,158,43,52
M,M,Food,Deli,Meat,5,Q2,1997,397.81,164.6859,190,54,59
M,M,Food,Deli,Meat,6,Q2,1997,490.25,196.8939,225,62,71
M,M,Food,Deli,Meat,7,Q3,1997,429.36,170.5521,207,60,64
M,M,Food,Deli,Meat,8,Q3,1997,356.59,137.1155,160,42,49
M,M,Food,Deli,Meat,9,Q3,1997,388.2,159.3139,173,55,57
M,M,Food,Deli,Meat,10,Q4,1997,410.28,169.5282,183,52,57
M,M,Food,Deli,Meat,11,Q4,1997,629.59,251.0596,286,83,93
M,M,Food,Deli,Meat,12,Q4,1997,580.39,222.9536,248,65,78
M,M,Food,Deli,Side Dishes,1,Q1,1997,74.36,31.5649,47,15,15
M,M,Food,Deli,Side Dishes,2,Q1,1997,43.52,15.9915,26,10,10
M,M,Food,Deli,Side Dishes,3,Q1,1997,107.05,44.8347,65,20,20
M,M,Food,Deli,Side Dishes,4,Q2,1997,76.55,29.3464,47,15,15
M,M,Food,Deli,Side Dishes,5,Q2,1997,117.49,47.3281,54,16,16
M,M,Food,Deli,Side Dishes,6,Q2,1997,152.65,61.5938,65,19,20
M,M,Food,Deli,Side Dishes,7,Q3,1997,107.57,44.4075,57,18,18
M,M,Food,Deli,Side Dishes,8,Q3,1997,86.36,32.7884,43,12,12
M,M,Food,Deli,Side Dishes,9,Q3,1997,83.19,34.8358,46,16,17
M,M,Food,Deli,Side Dishes,10,Q4,1997,76.22,29.9005,53,15,15
M,M,Food,Deli,Side Dishes,11,Q4,1997,136.38,54.0924,70,21,22
M,M,Food,Deli,Side Dishes,12,Q4,1997,127.41,56.4474,71,21,22
M,M,Food,Eggs,Eggs,1,Q1,1997,179.78,74.4732,90,29,30
M,M,Food,Eggs,Eggs,2,Q1,1997,185.82,75.6035,83,26,28
M,M,Food,Eggs,Eggs,3,Q1,1997,195.42,76.9204,82,27,28
M,M,Food,Eggs,Eggs,4,Q2,1997,203.72,83.2163,81,26,26
M,M,Food,Eggs,Eggs,5,Q2,1997,174.85,68.6976,74,22,24
M,M,Food,Eggs,Eggs,6,Q2,1997,179.52,72.2138,92,28,30
M,M,Food,Eggs,Eggs,7,Q3,1997,135.32,56.5692,77,26,26
M,M,Food,Eggs,Eggs,8,Q3,1997,231.27,90.7439,102,32,35
M,M,Food,Eggs,Eggs,9,Q3,1997,168.28,68.7314,77,24,26
M,M,Food,Eggs,Eggs,10,Q4,1997,214.55,90.3437,92,29,31
M,M,Food,Eggs,Eggs,11,Q4,1997,283.95,112.8992,115,36,37
M,M,Food,Eggs,Eggs,12,Q4,1997,182.4,72.2593,86,28,29
M,M,Food,Frozen Foods,Breakfast Foods,1,Q1,1997,206.36,82.1787,143,44,46
M,M,Food,Frozen Foods,Breakfast Foods,2,Q1,1997,207.1,84.6074,114,34,35
M,M,Food,Frozen Foods,Breakfast Foods,3,Q1,1997,201.86,83.7768,116,36,39
M,M,Food,Frozen Foods,Breakfast Foods,4,Q2,1997,195.04,77.1634,96,28,29
M,M,Food,Frozen Foods,Breakfast Foods,5,Q2,1997,141.91,53.4455,74,22,22
M,M,Food,Frozen Foods,Breakfast Foods,6,Q2,1997,220.36,90.7524,121,34,39
M,M,Food,Frozen Foods,Breakfast Foods,7,Q3,1997,189.59,76.5688,103,33,34
M,M,Food,Frozen Foods,Breakfast Foods,8,Q3,1997,193.59,77.7659,127,37,40
M,M,Food,Frozen Foods,Breakfast Foods,9,Q3,1997,134.64,54.6362,92,30,31
M,M,Food,Frozen Foods,Breakfast Foods,10,Q4,1997,120.25,47.5161,78,26,28
M,M,Food,Frozen Foods,Breakfast Foods,11,Q4,1997,228.11,95.6291,122,37,37
M,M,Food,Frozen Foods,Breakfast Foods,12,Q4,1997,181.29,69.9445,107,31,35
M,M,Food,Frozen Foods,Frozen Desserts,1,Q1,1997,188.7,76.7965,95,28,30
M,M,Food,Frozen Foods,Frozen Desserts,2,Q1,1997,285.07,115.3076,142,42,45
M,M,Food,Frozen Foods,Frozen Desserts,3,Q1,1997,169.48,68.4231,83,25,28
M,M,Food,Frozen Foods,Frozen Desserts,4,Q2,1997,256.8,102.5191,122,34,38
M,M,Food,Frozen Foods,Frozen Desserts,5,Q2,1997,228.4,88.2024,114,35,36
M,M,Food,Frozen Foods,Frozen Desserts,6,Q2,1997,312.03,128.3546,141,44,47
M,M,Food,Frozen Foods,Frozen Desserts,7,Q3,1997,250.95,100.42,123,37,40
M,M,Food,Frozen Foods,Frozen Desserts,8,Q3,1997,265.07,110.0938,120,37,38
M,M,Food,Frozen Foods,Frozen Desserts,9,Q3,1997,246.57,94.9018,114,35,39
M,M,Food,Frozen Foods,Frozen Desserts,10,Q4,1997,284.11,116.1067,125,42,43
M,M,Food,Frozen Foods,Frozen Desserts,11,Q4,1997,356.4,140.1592,167,50,53
M,M,Food,Frozen Foods,Frozen Desserts,12,Q4,1997,230.3,93.1409,122,37,39
M,M,Food,Frozen Foods,Frozen Entrees,1,Q1,1997,108.9,42.8371,52,18,18
M,M,Food,Frozen Foods,Frozen Entrees,2,Q1,1997,91.75,38.0818,40,13,13
M,M,Food,Frozen Foods,Frozen Entrees,3,Q1,1997,139.47,58.4879,63,21,21
M,M,Food,Frozen Foods,Frozen Entrees,4,Q2,1997,111.4,43.0993,46,15,15
M,M,Food,Frozen Foods,Frozen Entrees,5,Q2,1997,151.15,65.9804,61,18,18
M,M,Food,Frozen Foods,Frozen Entrees,6,Q2,1997,132.69,52.208,61,15,18
M,M,Food,Frozen Foods,Frozen Entrees,7,Q3,1997,104.7,40.939,51,16,18
M,M,Food,Frozen Foods,Frozen Entrees,8,Q3,1997,128.74,52.4408,59,18,20
M,M,Food,Frozen Foods,Frozen Entrees,9,Q3,1997,94.35,36.6441,39,13,13
M,M,Food,Frozen Foods,Frozen Entrees,10,Q4,1997,121.45,49.2333,55,15,16
M,M,Food,Frozen Foods,Frozen Entrees,11,Q4,1997,123.87,51.614,55,16,16
M,M,Food,Frozen Foods,Frozen Entrees,12,Q4,1997,134.79,51.2602,63,20,20
M,M,Food,Frozen Foods,Meat,1,Q1,1997,120.91,46.3547,45,16,16
M,M,Food,Frozen Foods,Meat,2,Q1,1997,78.34,32.8987,38,11,11
M,M,Food,Frozen Foods,Meat,3,Q1,1997,176.93,75.2434,66,21,21
